plate index,star index,x pixel,y pixel,lambda,beta,Hwmag,nphoton
0,0,6.399317e+01,6.260238e+01,999.000,999.000,14.5,999.0
0,1,1.930461e+02,6.279599e+01,999.000,999.000,14.5,999.0
0,2,3.207416e+02,6.269773e+01,999.000,999.000,14.5,999.0
0,3,4.487240e+02,6.337731e+01,999.000,999.000,14.5,999.0
0,4,5.776188e+02,6.544728e+01,999.000,999.000,14.5,999.0
0,5,7.027944e+02,6.239869e+01,999.000,999.000,14.5,999.0
0,6,8.313730e+02,6.494397e+01,999.000,999.000,14.5,999.0
0,7,9.586793e+02,6.526247e+01,999.000,999.000,14.5,999.0
0,8,1.087892e+03,6.364454e+01,999.000,999.000,14.5,999.0
0,9,1.216999e+03,6.329906e+01,999.000,999.000,14.5,999.0
0,10,1.343978e+03,6.447211e+01,999.000,999.000,14.5,999.0
0,11,1.472496e+03,6.521456e+01,999.000,999.000,14.5,999.0
0,12,1.598089e+03,6.615553e+01,999.000,999.000,14.5,999.0
0,13,1.728147e+03,6.489181e+01,999.000,999.000,14.5,999.0
0,14,1.855093e+03,6.559384e+01,999.000,999.000,14.5,999.0
0,15,6.577539e+01,1.915497e+02,999.000,999.000,14.5,999.0
0,16,1.928868e+02,1.911258e+02,999.000,999.000,14.5,999.0
0,17,3.209493e+02,1.902802e+02,999.000,999.000,14.5,999.0
0,18,4.479421e+02,1.908463e+02,999.000,999.000,14.5,999.0
0,19,5.766129e+02,1.916366e+02,999.000,999.000,14.5,999.0
0,20,7.046579e+02,1.921930e+02,999.000,999.000,14.5,999.0
0,21,8.316556e+02,1.906869e+02,999.000,999.000,14.5,999.0
0,22,9.595026e+02,1.928161e+02,999.000,999.000,14.5,999.0
0,23,1.087885e+03,1.918970e+02,999.000,999.000,14.5,999.0
0,24,1.215395e+03,1.913578e+02,999.000,999.000,14.5,999.0
0,25,1.343406e+03,1.912347e+02,999.000,999.000,14.5,999.0
0,26,1.471717e+03,1.940207e+02,999.000,999.000,14.5,999.0
0,27,1.599272e+03,1.921692e+02,999.000,999.000,14.5,999.0
0,28,1.728766e+03,1.911021e+02,999.000,999.000,14.5,999.0
0,29,1.854404e+03,1.910460e+02,999.000,999.000,14.5,999.0
0,30,6.482356e+01,3.218378e+02,999.000,999.000,14.5,999.0
0,31,1.913744e+02,3.194216e+02,999.000,999.000,14.5,999.0
0,32,3.194541e+02,3.211887e+02,999.000,999.000,14.5,999.0
0,33,4.466492e+02,3.214233e+02,999.000,999.000,14.5,999.0
0,34,5.758558e+02,3.176756e+02,999.000,999.000,14.5,999.0
0,35,7.037523e+02,3.213510e+02,999.000,999.000,14.5,999.0
0,36,8.321915e+02,3.197916e+02,999.000,999.000,14.5,999.0
0,37,9.594662e+02,3.189159e+02,999.000,999.000,14.5,999.0
0,38,1.088094e+03,3.194562e+02,999.000,999.000,14.5,999.0
0,39,1.217820e+03,3.205609e+02,999.000,999.000,14.5,999.0
0,40,1.344409e+03,3.203740e+02,999.000,999.000,14.5,999.0
0,41,1.471426e+03,3.204255e+02,999.000,999.000,14.5,999.0
