plate index,star index,x pixel,y pixel,lambda,beta,Hwmag,nphoton
0,0,6.403419e+01,6.435877e+01,999.000,999.000,13.5,999.0
0,1,1.933597e+02,6.551068e+01,999.000,999.000,13.5,999.0
0,2,3.212247e+02,6.221367e+01,999.000,999.000,13.5,999.0
0,3,4.474897e+02,6.568661e+01,999.000,999.000,13.5,999.0
0,4,5.757020e+02,6.395268e+01,999.000,999.000,13.5,999.0
0,5,7.034726e+02,6.320002e+01,999.000,999.000,13.5,999.0
0,6,8.325697e+02,6.319704e+01,999.000,999.000,13.5,999.0
0,7,9.599439e+02,6.291718e+01,999.000,999.000,13.5,999.0
0,8,1.088747e+03,6.377635e+01,999.000,999.000,13.5,999.0
0,9,1.214153e+03,6.483388e+01,999.000,999.000,13.5,999.0
0,10,1.345567e+03,6.458406e+01,999.000,999.000,13.5,999.0
0,11,1.471904e+03,6.463829e+01,999.000,999.000,13.5,999.0
0,12,1.600680e+03,6.230519e+01,999.000,999.000,13.5,999.0
0,13,1.727863e+03,6.242904e+01,999.000,999.000,13.5,999.0
0,14,1.855621e+03,6.555380e+01,999.000,999.000,13.5,999.0
0,15,6.446311e+01,1.929689e+02,999.000,999.000,13.5,999.0
0,16,1.928245e+02,1.941832e+02,999.000,999.000,13.5,999.0
0,17,3.197975e+02,1.932098e+02,999.000,999.000,13.5,999.0
0,18,4.478472e+02,1.909756e+02,999.000,999.000,13.5,999.0
0,19,5.766857e+02,1.932853e+02,999.000,999.000,13.5,999.0
0,20,7.031297e+02,1.926284e+02,999.000,999.000,13.5,999.0
0,21,8.304856e+02,1.922148e+02,999.000,999.000,13.5,999.0
0,22,9.603950e+02,1.911801e+02,999.000,999.000,13.5,999.0
0,23,1.087329e+03,1.920028e+02,999.000,999.000,13.5,999.0
0,24,1.214080e+03,1.918530e+02,999.000,999.000,13.5,999.0
0,25,1.343186e+03,1.928925e+02,999.000,999.000,13.5,999.0
0,26,1.471532e+03,1.921245e+02,999.000,999.000,13.5,999.0
0,27,1.598807e+03,1.935847e+02,999.000,999.000,13.5,999.0
0,28,1.726508e+03,1.912255e+02,999.000,999.000,13.5,999.0
0,29,1.856037e+03,1.924711e+02,999.000,999.000,13.5,999.0
0,30,6.489725e+01,3.204988e+02,999.000,999.000,13.5,999.0
0,31,1.917669e+02,3.191357e+02,999.000,999.000,13.5,999.0
0,32,3.192564e+02,3.188187e+02,999.000,999.000,13.5,999.0
0,33,4.483850e+02,3.210136e+02,999.000,999.000,13.5,999.0
0,34,5.767172e+02,3.205174e+02,999.000,999.000,13.5,999.0
0,35,7.037000e+02,3.198375e+02,999.000,999.000,13.5,999.0
0,36,8.325447e+02,3.203944e+02,999.000,999.000,13.5,999.0
0,37,9.610429e+02,3.193247e+02,999.000,999.000,13.5,999.0
0,38,1.087793e+03,3.202383e+02,999.000,999.000,13.5,999.0
0,39,1.215186e+03,3.193949e+02,999.000,999.000,13.5,999.0
0,40,1.344348e+03,3.201888e+02,999.000,999.000,13.5,999.0
0,41,1.472248e+03,3.209861e+02,999.000,999.000,13.5,999.0
0,42,1.601099e+03,3.196604e+02,999.000,999.000,13.5,999.0
0,43,1.726715e+03,3.208498e+02,999.000,999.000,13.5,999.0
0,44,1.855338e+03,3.189658e+02,999.000,999.000,13.5,999.0
0,45,6.316183e+01,4.477115e+02,999.000,999.000,13.5,999.0
0,46,1.902660e+02,4.466353e+02,999.000,999.000,13.5,999.0
0,47,3.201264e+02,4.478994e+02,999.000,999.000,13.5,999.0
0,48,4.485278e+02,4.480787e+02,999.000,999.000,13.5,999.0
0,49,5.752612e+02,4.478027e+02,999.000,999.000,13.5,999.0
0,50,7.053856e+02,4.477323e+02,999.000,999.000,13.5,999.0
