plate index,star index,x pixel,y pixel,lambda,beta,Hwmag,nphoton
0,0,9.599317e+01,9.460238e+01,999.000,999.000,12.0,999.0
0,1,2.890461e+02,9.479599e+01,999.000,999.000,12.0,999.0
0,2,4.807416e+02,9.469773e+01,999.000,999.000,12.0,999.0
0,3,6.727240e+02,9.537731e+01,999.000,999.000,12.0,999.0
0,4,8.656188e+02,9.744728e+01,999.000,999.000,12.0,999.0
0,5,1.054794e+03,9.439869e+01,999.000,999.000,12.0,999.0
0,6,1.247373e+03,9.694397e+01,999.000,999.000,12.0,999.0
0,7,1.438679e+03,9.726247e+01,999.000,999.000,12.0,999.0
0,8,1.631892e+03,9.564454e+01,999.000,999.000,12.0,999.0
0,9,1.824999e+03,9.529906e+01,999.000,999.000,12.0,999.0
0,10,9.597805e+01,2.884721e+02,999.000,999.000,12.0,999.0
0,11,2.884959e+02,2.892146e+02,999.000,999.000,12.0,999.0
0,12,4.780892e+02,2.901555e+02,999.000,999.000,12.0,999.0
0,13,6.721471e+02,2.888918e+02,999.000,999.000,12.0,999.0
0,14,8.630931e+02,2.895938e+02,999.000,999.000,12.0,999.0
0,15,1.057775e+03,2.875497e+02,999.000,999.000,12.0,999.0
0,16,1.248887e+03,2.871258e+02,999.000,999.000,12.0,999.0
0,17,1.440949e+03,2.862802e+02,999.000,999.000,12.0,999.0
0,18,1.631942e+03,2.868463e+02,999.000,999.000,12.0,999.0
0,19,1.824613e+03,2.876366e+02,999.000,999.000,12.0,999.0
0,20,9.665789e+01,4.801930e+02,999.000,999.000,12.0,999.0
0,21,2.876556e+02,4.786869e+02,999.000,999.000,12.0,999.0
0,22,4.795026e+02,4.808161e+02,999.000,999.000,12.0,999.0
0,23,6.718852e+02,4.798970e+02,999.000,999.000,12.0,999.0
0,24,8.633945e+02,4.793578e+02,999.000,999.000,12.0,999.0
0,25,1.055406e+03,4.792347e+02,999.000,999.000,12.0,999.0
0,26,1.247717e+03,4.820207e+02,999.000,999.000,12.0,999.0
0,27,1.439272e+03,4.801692e+02,999.000,999.000,12.0,999.0
0,28,1.632766e+03,4.791021e+02,999.000,999.000,12.0,999.0
0,29,1.822404e+03,4.790460e+02,999.000,999.000,12.0,999.0
0,30,9.682356e+01,6.738378e+02,999.000,999.000,12.0,999.0
0,31,2.873744e+02,6.714216e+02,999.000,999.000,12.0,999.0
0,32,4.794541e+02,6.731887e+02,999.000,999.000,12.0,999.0
0,33,6.706492e+02,6.734233e+02,999.000,999.000,12.0,999.0
0,34,8.638558e+02,6.696756e+02,999.000,999.000,12.0,999.0
