plate index,star index,x pixel,y pixel,lambda,beta,Hwmag,nphoton
0,0,4.840528e+01,4.707494e+01,999.000,999.000,12.0,999.0
0,1,1.476308e+02,4.598120e+01,999.000,999.000,12.0,999.0
0,2,2.460394e+02,5.015446e+01,999.000,999.000,12.0,999.0
0,3,3.440309e+02,5.056278e+01,999.000,999.000,12.0,999.0
0,4,4.428178e+02,5.032952e+01,999.000,999.000,12.0,999.0
0,5,5.386148e+02,4.857041e+01,999.000,999.000,12.0,999.0
0,6,6.375442e+02,4.892711e+01,999.000,999.000,12.0,999.0
0,7,7.346338e+02,4.870845e+01,999.000,999.000,12.0,999.0
0,8,8.315752e+02,5.036824e+01,999.000,999.000,12.0,999.0
0,9,9.302961e+02,4.987197e+01,999.000,999.000,12.0,999.0
0,10,1.029136e+03,4.905838e+01,999.000,999.000,12.0,999.0
0,11,1.126085e+03,4.970812e+01,999.000,999.000,12.0,999.0
0,12,1.224809e+03,5.036031e+01,999.000,999.000,12.0,999.0
0,13,1.324120e+03,4.937453e+01,999.000,999.000,12.0,999.0
0,14,1.421570e+03,4.791448e+01,999.000,999.000,12.0,999.0
0,15,1.519572e+03,4.892521e+01,999.000,999.000,12.0,999.0
0,16,1.617345e+03,4.857334e+01,999.000,999.000,12.0,999.0
0,17,1.714825e+03,4.740815e+01,999.000,999.000,12.0,999.0
0,18,1.811132e+03,4.695414e+01,999.000,999.000,12.0,999.0
0,19,1.911991e+03,4.914871e+01,999.000,999.000,12.0,999.0
0,20,4.749334e+01,1.459546e+02,999.000,999.000,12.0,999.0
0,21,1.472161e+02,1.474143e+02,999.000,999.000,12.0,999.0
0,22,2.448916e+02,1.461998e+02,999.000,999.000,12.0,999.0
0,23,3.431373e+02,1.478030e+02,999.000,999.000,12.0,999.0
0,24,4.412523e+02,1.478851e+02,999.000,999.000,12.0,999.0
0,25,5.386662e+02,1.473823e+02,999.000,999.000,12.0,999.0
0,26,6.379010e+02,1.458007e+02,999.000,999.000,12.0,999.0
0,27,7.337149e+02,1.449587e+02,999.000,999.000,12.0,999.0
0,28,8.337919e+02,1.491419e+02,999.000,999.000,12.0,999.0
0,29,9.293081e+02,1.469465e+02,999.000,999.000,12.0,999.0
0,30,1.030186e+03,1.490493e+02,999.000,999.000,12.0,999.0
0,31,1.126491e+03,1.467624e+02,999.000,999.000,12.0,999.0
0,32,1.225374e+03,1.458209e+02,999.000,999.000,12.0,999.0
0,33,1.324508e+03,1.470038e+02,999.000,999.000,12.0,999.0
0,34,1.418837e+03,1.457667e+02,999.000,999.000,12.0,999.0
0,35,1.518685e+03,1.470469e+02,999.000,999.000,12.0,999.0
0,36,1.617573e+03,1.486459e+02,999.000,999.000,12.0,999.0
0,37,1.715899e+03,1.479013e+02,999.000,999.000,12.0,999.0
0,38,1.814358e+03,1.501010e+02,999.000,999.000,12.0,999.0
0,39,1.911606e+03,1.473708e+02,999.000,999.000,12.0,999.0
0,40,4.951414e+01,2.453483e+02,999.000,999.000,12.0,999.0
0,41,1.471063e+02,2.440972e+02,999.000,999.000,12.0,999.0
0,42,2.452656e+02,2.440703e+02,999.000,999.000,12.0,999.0
0,43,3.430710e+02,2.452765e+02,999.000,999.000,12.0,999.0
0,44,4.419918e+02,2.441122e+02,999.000,999.000,12.0,999.0
0,45,5.391593e+02,2.446867e+02,999.000,999.000,12.0,999.0
0,46,6.376689e+02,2.446958e+02,999.000,999.000,12.0,999.0
0,47,7.366161e+02,2.438446e+02,999.000,999.000,12.0,999.0
0,48,8.341702e+02,2.473403e+02,999.000,999.000,12.0,999.0
0,49,9.306559e+02,2.430599e+02,999.000,999.000,12.0,999.0
0,50,1.028897e+03,2.451562e+02,999.000,999.000,12.0,999.0
0,51,1.127735e+03,2.460003e+02,999.000,999.000,12.0,999.0
0,52,1.224358e+03,2.461376e+02,999.000,999.000,12.0,999.0
