plate index,star index,x pixel,y pixel,lambda,beta,Hwmag,nphoton
0,0,4.756913e+01,4.935404e+01,999.000,999.000,12.0,999.0
0,1,1.460635e+02,4.899503e+01,999.000,999.000,12.0,999.0
0,2,2.453939e+02,4.846840e+01,999.000,999.000,12.0,999.0
0,3,3.424759e+02,4.672343e+01,999.000,999.000,12.0,999.0
0,4,4.415256e+02,4.901872e+01,999.000,999.000,12.0,999.0
0,5,5.398073e+02,4.992737e+01,999.000,999.000,12.0,999.0
0,6,6.355565e+02,5.004333e+01,999.000,999.000,12.0,999.0
0,7,7.360171e+02,4.846380e+01,999.000,999.000,12.0,999.0
0,8,8.324044e+02,5.122936e+01,999.000,999.000,12.0,999.0
0,9,9.330941e+02,5.094369e+01,999.000,999.000,12.0,999.0
0,10,1.029729e+03,4.877177e+01,999.000,999.000,12.0,999.0
0,11,1.126461e+03,4.884482e+01,999.000,999.000,12.0,999.0
0,12,1.225201e+03,4.995897e+01,999.000,999.000,12.0,999.0
0,13,1.323215e+03,4.874523e+01,999.000,999.000,12.0,999.0
0,14,1.421330e+03,4.922477e+01,999.000,999.000,12.0,999.0
0,15,1.520393e+03,5.021986e+01,999.000,999.000,12.0,999.0
0,16,1.617533e+03,5.018972e+01,999.000,999.000,12.0,999.0
0,17,1.716661e+03,4.847020e+01,999.000,999.000,12.0,999.0
0,18,1.813634e+03,4.854438e+01,999.000,999.000,12.0,999.0
0,19,1.910822e+03,4.845095e+01,999.000,999.000,12.0,999.0
0,20,4.747559e+01,1.469858e+02,999.000,999.000,12.0,999.0
0,21,1.454395e+02,1.470749e+02,999.000,999.000,12.0,999.0
0,22,2.452048e+02,1.466113e+02,999.000,999.000,12.0,999.0
0,23,3.436910e+02,1.477747e+02,999.000,999.000,12.0,999.0
0,24,4.424433e+02,1.470496e+02,999.000,999.000,12.0,999.0
0,25,5.383867e+02,1.470134e+02,999.000,999.000,12.0,999.0
0,26,6.370778e+02,1.450312e+02,999.000,999.000,12.0,999.0
0,27,7.341870e+02,1.456152e+02,999.000,999.000,12.0,999.0
