plate index,star index,x pixel,y pixel,lambda,beta,Hwmag,nphoton
0,0,5.010126e+01,5.025445e+01,999.000,999.000,12.0,999.0
0,1,1.473384e+02,4.977690e+01,999.000,999.000,12.0,999.0
0,2,2.444600e+02,4.996488e+01,999.000,999.000,12.0,999.0
0,3,3.417398e+02,4.791782e+01,999.000,999.000,12.0,999.0
0,4,4.391054e+02,4.986702e+01,999.000,999.000,12.0,999.0
0,5,5.390186e+02,4.883184e+01,999.000,999.000,12.0,999.0
0,6,6.361894e+02,4.881034e+01,999.000,999.000,12.0,999.0
0,7,7.341278e+02,5.012057e+01,999.000,999.000,12.0,999.0
0,8,8.327780e+02,4.856322e+01,999.000,999.000,12.0,999.0
0,9,9.309482e+02,4.772035e+01,999.000,999.000,12.0,999.0
0,10,1.026723e+03,4.853050e+01,999.000,999.000,12.0,999.0
0,11,1.127925e+03,4.780317e+01,999.000,999.000,12.0,999.0
0,12,1.222973e+03,4.716014e+01,999.000,999.000,12.0,999.0
0,13,1.324860e+03,4.885444e+01,999.000,999.000,12.0,999.0
0,14,1.421591e+03,4.939828e+01,999.000,999.000,12.0,999.0
0,15,1.518528e+03,4.683794e+01,999.000,999.000,12.0,999.0
0,16,1.618343e+03,4.901448e+01,999.000,999.000,12.0,999.0
0,17,1.715021e+03,4.925520e+01,999.000,999.000,12.0,999.0
0,18,1.813691e+03,4.917319e+01,999.000,999.000,12.0,999.0
0,19,1.911107e+03,4.772991e+01,999.000,999.000,12.0,999.0
0,20,5.009653e+01,1.466890e+02,999.000,999.000,12.0,999.0
0,21,1.480614e+02,1.468138e+02,999.000,999.000,12.0,999.0
0,22,2.440927e+02,1.474330e+02,999.000,999.000,12.0,999.0
0,23,3.423875e+02,1.457126e+02,999.000,999.000,12.0,999.0
0,24,4.413432e+02,1.473834e+02,999.000,999.000,12.0,999.0
0,25,5.387900e+02,1.479919e+02,999.000,999.000,12.0,999.0
0,26,6.347151e+02,1.447124e+02,999.000,999.000,12.0,999.0
0,27,7.370261e+02,1.472239e+02,999.000,999.000,12.0,999.0
0,28,8.308250e+02,1.454734e+02,999.000,999.000,12.0,999.0
0,29,9.289185e+02,1.468295e+02,999.000,999.000,12.0,999.0
0,30,1.027724e+03,1.463199e+02,999.000,999.000,12.0,999.0
0,31,1.127565e+03,1.482736e+02,999.000,999.000,12.0,999.0
0,32,1.226796e+03,1.470571e+02,999.000,999.000,12.0,999.0
0,33,1.322765e+03,1.477953e+02,999.000,999.000,12.0,999.0
0,34,1.420609e+03,1.459532e+02,999.000,999.000,12.0,999.0
0,35,1.519174e+03,1.474605e+02,999.000,999.000,12.0,999.0
0,36,1.616633e+03,1.484224e+02,999.000,999.000,12.0,999.0
0,37,1.715082e+03,1.462927e+02,999.000,999.000,12.0,999.0
0,38,1.811860e+03,1.476659e+02,999.000,999.000,12.0,999.0
0,39,1.911438e+03,1.474814e+02,999.000,999.000,12.0,999.0
0,40,4.939258e+01,2.449353e+02,999.000,999.000,12.0,999.0
0,41,1.445646e+02,2.437485e+02,999.000,999.000,12.0,999.0
0,42,2.448898e+02,2.452831e+02,999.000,999.000,12.0,999.0
0,43,3.431629e+02,2.447297e+02,999.000,999.000,12.0,999.0
0,44,4.415612e+02,2.456020e+02,999.000,999.000,12.0,999.0
0,45,5.381839e+02,2.457789e+02,999.000,999.000,12.0,999.0
0,46,6.356720e+02,2.465345e+02,999.000,999.000,12.0,999.0
0,47,7.340493e+02,2.441634e+02,999.000,999.000,12.0,999.0
0,48,8.335480e+02,2.458650e+02,999.000,999.000,12.0,999.0
0,49,9.301482e+02,2.457008e+02,999.000,999.000,12.0,999.0
0,50,1.028236e+03,2.450754e+02,999.000,999.000,12.0,999.0
0,51,1.128144e+03,2.456118e+02,999.000,999.000,12.0,999.0
0,52,1.224214e+03,2.451317e+02,999.000,999.000,12.0,999.0
0,53,1.322101e+03,2.456713e+02,999.000,999.000,12.0,999.0
0,54,1.420909e+03,2.453920e+02,999.000,999.000,12.0,999.0
0,55,1.519199e+03,2.444374e+02,999.000,999.000,12.0,999.0
0,56,1.618038e+03,2.451068e+02,999.000,999.000,12.0,999.0
0,57,1.714121e+03,2.456644e+02,999.000,999.000,12.0,999.0
0,58,1.811432e+03,2.441485e+02,999.000,999.000,12.0,999.0
0,59,1.910878e+03,2.446017e+02,999.000,999.000,12.0,999.0
0,60,4.964364e+01,3.443147e+02,999.000,999.000,12.0,999.0
0,61,1.455185e+02,3.433248e+02,999.000,999.000,12.0,999.0
0,62,2.445127e+02,3.423814e+02,999.000,999.000,12.0,999.0
0,63,3.433062e+02,3.424389e+02,999.000,999.000,12.0,999.0
0,64,4.412310e+02,3.444210e+02,999.000,999.000,12.0,999.0
0,65,5.390834e+02,3.434720e+02,999.000,999.000,12.0,999.0
0,66,6.367431e+02,3.411118e+02,999.000,999.000,12.0,999.0
0,67,7.342007e+02,3.435264e+02,999.000,999.000,12.0,999.0
0,68,8.320719e+02,3.421237e+02,999.000,999.000,12.0,999.0
0,69,9.321563e+02,3.428967e+02,999.000,999.000,12.0,999.0
0,70,1.027883e+03,3.414152e+02,999.000,999.000,12.0,999.0
0,71,1.128228e+03,3.427278e+02,999.000,999.000,12.0,999.0
0,72,1.223685e+03,3.422443e+02,999.000,999.000,12.0,999.0
0,73,1.325904e+03,3.418036e+02,999.000,999.000,12.0,999.0
0,74,1.419262e+03,3.439220e+02,999.000,999.000,12.0,999.0
0,75,1.520604e+03,3.454825e+02,999.000,999.000,12.0,999.0
0,76,1.616103e+03,3.435656e+02,999.000,999.000,12.0,999.0
0,77,1.714884e+03,3.431987e+02,999.000,999.000,12.0,999.0
0,78,1.812934e+03,3.417727e+02,999.000,999.000,12.0,999.0
0,79,1.910348e+03,3.427468e+02,999.000,999.000,12.0,999.0
0,80,5.122839e+01,4.403313e+02,999.000,999.000,12.0,999.0
0,81,1.470949e+02,4.391328e+02,999.000,999.000,12.0,999.0
0,82,2.436789e+02,4.415505e+02,999.000,999.000,12.0,999.0
0,83,3.436466e+02,4.409412e+02,999.000,999.000,12.0,999.0
0,84,4.417124e+02,4.402738e+02,999.000,999.000,12.0,999.0
0,85,5.378525e+02,4.395033e+02,999.000,999.000,12.0,999.0
0,86,6.375356e+02,4.414445e+02,999.000,999.000,12.0,999.0
0,87,7.350690e+02,4.423497e+02,999.000,999.000,12.0,999.0
0,88,8.338203e+02,4.410951e+02,999.000,999.000,12.0,999.0
0,89,9.317122e+02,4.404900e+02,999.000,999.000,12.0,999.0
0,90,1.028992e+03,4.416130e+02,999.000,999.000,12.0,999.0
0,91,1.126592e+03,4.400221e+02,999.000,999.000,12.0,999.0
0,92,1.225910e+03,4.388195e+02,999.000,999.000,12.0,999.0
0,93,1.323313e+03,4.427119e+02,999.000,999.000,12.0,999.0
0,94,1.419511e+03,4.426874e+02,999.000,999.000,12.0,999.0
0,95,1.518455e+03,4.406979e+02,999.000,999.000,12.0,999.0
0,96,1.616517e+03,4.410684e+02,999.000,999.000,12.0,999.0
0,97,1.714738e+03,4.426673e+02,999.000,999.000,12.0,999.0
0,98,1.815284e+03,4.398987e+02,999.000,999.000,12.0,999.0
0,99,1.910623e+03,4.411198e+02,999.000,999.000,12.0,999.0
0,100,4.947734e+01,5.398662e+02,999.000,999.000,12.0,999.0
0,101,1.486553e+02,5.407382e+02,999.000,999.000,12.0,999.0
0,102,2.455037e+02,5.381964e+02,999.000,999.000,12.0,999.0
0,103,3.434319e+02,5.381845e+02,999.000,999.000,12.0,999.0
0,104,4.422980e+02,5.391889e+02,999.000,999.000,12.0,999.0
0,105,5.391973e+02,5.384201e+02,999.000,999.000,12.0,999.0
0,106,6.371860e+02,5.405463e+02,999.000,999.000,12.0,999.0
0,107,7.356887e+02,5.382491e+02,999.000,999.000,12.0,999.0
0,108,8.334121e+02,5.391875e+02,999.000,999.000,12.0,999.0
0,109,9.303196e+02,5.391738e+02,999.000,999.000,12.0,999.0
0,110,1.027834e+03,5.387280e+02,999.000,999.000,12.0,999.0
0,111,1.126887e+03,5.373165e+02,999.000,999.000,12.0,999.0
0,112,1.226398e+03,5.403228e+02,999.000,999.000,12.0,999.0
0,113,1.322774e+03,5.391974e+02,999.000,999.000,12.0,999.0
0,114,1.422148e+03,5.396845e+02,999.000,999.000,12.0,999.0
0,115,1.519413e+03,5.395923e+02,999.000,999.000,12.0,999.0
0,116,1.616691e+03,5.384372e+02,999.000,999.000,12.0,999.0
0,117,1.712367e+03,5.385648e+02,999.000,999.000,12.0,999.0
0,118,1.813222e+03,5.385606e+02,999.000,999.000,12.0,999.0
0,119,1.910723e+03,5.401551e+02,999.000,999.000,12.0,999.0
0,120,4.739948e+01,6.364759e+02,999.000,999.000,12.0,999.0
0,121,1.475145e+02,6.347505e+02,999.000,999.000,12.0,999.0
0,122,2.449746e+02,6.366817e+02,999.000,999.000,12.0,999.0
0,123,3.433751e+02,6.360803e+02,999.000,999.000,12.0,999.0
0,124,4.403956e+02,6.379289e+02,999.000,999.000,12.0,999.0
0,125,5.392020e+02,6.363419e+02,999.000,999.000,12.0,999.0
0,126,6.365268e+02,6.373952e+02,999.000,999.000,12.0,999.0
0,127,7.360649e+02,6.369373e+02,999.000,999.000,12.0,999.0
0,128,8.331243e+02,6.371674e+02,999.000,999.000,12.0,999.0
0,129,9.295975e+02,6.360973e+02,999.000,999.000,12.0,999.0
0,130,1.029214e+03,6.365274e+02,999.000,999.000,12.0,999.0
0,131,1.127068e+03,6.369191e+02,999.000,999.000,12.0,999.0
0,132,1.224797e+03,6.374401e+02,999.000,999.000,12.0,999.0
0,133,1.321650e+03,6.373841e+02,999.000,999.000,12.0,999.0
0,134,1.422060e+03,6.358135e+02,999.000,999.000,12.0,999.0
0,135,1.518268e+03,6.366671e+02,999.000,999.000,12.0,999.0
0,136,1.618583e+03,6.379492e+02,999.000,999.000,12.0,999.0
0,137,1.714340e+03,6.376795e+02,999.000,999.000,12.0,999.0
0,138,1.813032e+03,6.364320e+02,999.000,999.000,12.0,999.0
0,139,1.910955e+03,6.364832e+02,999.000,999.000,12.0,999.0
0,140,4.915117e+01,7.365373e+02,999.000,999.000,12.0,999.0
0,141,1.496434e+02,7.357012e+02,999.000,999.000,12.0,999.0
0,142,2.445017e+02,7.332820e+02,999.000,999.000,12.0,999.0
0,143,3.450695e+02,7.370773e+02,999.000,999.000,12.0,999.0
0,144,4.416235e+02,7.356836e+02,999.000,999.000,12.0,999.0
0,145,5.383050e+02,7.352634e+02,999.000,999.000,12.0,999.0
0,146,6.382556e+02,7.345006e+02,999.000,999.000,12.0,999.0
0,147,7.358408e+02,7.339012e+02,999.000,999.000,12.0,999.0
0,148,8.339544e+02,7.343461e+02,999.000,999.000,12.0,999.0
0,149,9.296660e+02,7.342000e+02,999.000,999.000,12.0,999.0
0,150,1.029503e+03,7.338256e+02,999.000,999.000,12.0,999.0
0,151,1.126597e+03,7.329503e+02,999.000,999.000,12.0,999.0
0,152,1.224858e+03,7.363810e+02,999.000,999.000,12.0,999.0
0,153,1.322869e+03,7.363197e+02,999.000,999.000,12.0,999.0
0,154,1.421041e+03,7.355698e+02,999.000,999.000,12.0,999.0
0,155,1.520590e+03,7.351164e+02,999.000,999.000,12.0,999.0
0,156,1.617378e+03,7.343602e+02,999.000,999.000,12.0,999.0
0,157,1.713155e+03,7.345247e+02,999.000,999.000,12.0,999.0
0,158,1.814247e+03,7.349391e+02,999.000,999.000,12.0,999.0
0,159,1.911088e+03,7.341043e+02,999.000,999.000,12.0,999.0
0,160,4.913153e+01,8.332792e+02,999.000,999.000,12.0,999.0
0,161,1.451733e+02,8.329423e+02,999.000,999.000,12.0,999.0
0,162,2.453998e+02,8.326625e+02,999.000,999.000,12.0,999.0
0,163,3.425010e+02,8.331732e+02,999.000,999.000,12.0,999.0
0,164,4.419556e+02,8.330580e+02,999.000,999.000,12.0,999.0
0,165,5.394562e+02,8.339563e+02,999.000,999.000,12.0,999.0
0,166,6.378277e+02,8.327353e+02,999.000,999.000,12.0,999.0
0,167,7.346269e+02,8.320131e+02,999.000,999.000,12.0,999.0
0,168,8.311707e+02,8.333141e+02,999.000,999.000,12.0,999.0
0,169,9.319688e+02,8.342908e+02,999.000,999.000,12.0,999.0
0,170,1.029420e+03,8.348365e+02,999.000,999.000,12.0,999.0
0,171,1.126669e+03,8.339176e+02,999.000,999.000,12.0,999.0
0,172,1.224443e+03,8.317531e+02,999.000,999.000,12.0,999.0
0,173,1.322114e+03,8.322789e+02,999.000,999.000,12.0,999.0
0,174,1.419237e+03,8.314943e+02,999.000,999.000,12.0,999.0
0,175,1.517823e+03,8.331258e+02,999.000,999.000,12.0,999.0
0,176,1.616930e+03,8.328481e+02,999.000,999.000,12.0,999.0
0,177,1.716609e+03,8.320149e+02,999.000,999.000,12.0,999.0
0,178,1.813453e+03,8.346043e+02,999.000,999.000,12.0,999.0
0,179,1.912605e+03,8.339300e+02,999.000,999.000,12.0,999.0
0,180,4.799018e+01,9.306545e+02,999.000,999.000,12.0,999.0
0,181,1.482567e+02,9.319195e+02,999.000,999.000,12.0,999.0
0,182,2.445839e+02,9.290080e+02,999.000,999.000,12.0,999.0
0,183,3.444663e+02,9.315191e+02,999.000,999.000,12.0,999.0
0,184,4.422284e+02,9.312320e+02,999.000,999.000,12.0,999.0
0,185,5.390354e+02,9.333118e+02,999.000,999.000,12.0,999.0
0,186,6.371345e+02,9.324095e+02,999.000,999.000,12.0,999.0
0,187,7.362174e+02,9.317258e+02,999.000,999.000,12.0,999.0
0,188,8.322042e+02,9.307945e+02,999.000,999.000,12.0,999.0
0,189,9.288371e+02,9.306757e+02,999.000,999.000,12.0,999.0
0,190,1.029817e+03,9.314514e+02,999.000,999.000,12.0,999.0
0,191,1.129179e+03,9.309164e+02,999.000,999.000,12.0,999.0
0,192,1.223104e+03,9.304346e+02,999.000,999.000,12.0,999.0
0,193,1.323210e+03,9.323982e+02,999.000,999.000,12.0,999.0
0,194,1.419818e+03,9.306357e+02,999.000,999.000,12.0,999.0
0,195,1.518710e+03,9.293608e+02,999.000,999.000,12.0,999.0
0,196,1.616000e+03,9.314598e+02,999.000,999.000,12.0,999.0
0,197,1.715875e+03,9.305494e+02,999.000,999.000,12.0,999.0
0,198,1.812455e+03,9.312612e+02,999.000,999.000,12.0,999.0
0,199,1.910807e+03,9.319471e+02,999.000,999.000,12.0,999.0
0,200,4.791623e+01,1.027820e+03,999.000,999.000,12.0,999.0
0,201,1.477329e+02,1.027224e+03,999.000,999.000,12.0,999.0
0,202,2.444901e+02,1.028027e+03,999.000,999.000,12.0,999.0
0,203,3.426216e+02,1.029811e+03,999.000,999.000,12.0,999.0
0,204,4.409244e+02,1.030804e+03,999.000,999.000,12.0,999.0
0,205,5.375482e+02,1.030604e+03,999.000,999.000,12.0,999.0
