plate index,star index,x pixel,y pixel,lambda,beta,Hwmag,nphoton
0,0,4.740528e+01,4.607494e+01,999.000,999.000,12.0,999.0
0,1,1.446308e+02,4.498120e+01,999.000,999.000,12.0,999.0
0,2,2.410394e+02,4.915446e+01,999.000,999.000,12.0,999.0
0,3,3.370309e+02,4.956278e+01,999.000,999.000,12.0,999.0
0,4,4.338178e+02,4.932952e+01,999.000,999.000,12.0,999.0
0,5,5.276148e+02,4.757041e+01,999.000,999.000,12.0,999.0
0,6,6.245442e+02,4.792711e+01,999.000,999.000,12.0,999.0
0,7,7.196338e+02,4.770845e+01,999.000,999.000,12.0,999.0
0,8,8.145752e+02,4.936824e+01,999.000,999.000,12.0,999.0
0,9,9.112961e+02,4.887197e+01,999.000,999.000,12.0,999.0
0,10,1.008136e+03,4.805838e+01,999.000,999.000,12.0,999.0
0,11,1.103085e+03,4.870812e+01,999.000,999.000,12.0,999.0
0,12,1.199809e+03,4.936031e+01,999.000,999.000,12.0,999.0
0,13,1.297120e+03,4.837453e+01,999.000,999.000,12.0,999.0
0,14,1.392570e+03,4.691448e+01,999.000,999.000,12.0,999.0
0,15,1.488572e+03,4.792521e+01,999.000,999.000,12.0,999.0
0,16,1.584345e+03,4.757334e+01,999.000,999.000,12.0,999.0
0,17,1.679825e+03,4.640815e+01,999.000,999.000,12.0,999.0
0,18,1.774132e+03,4.595414e+01,999.000,999.000,12.0,999.0
0,19,1.872991e+03,4.814871e+01,999.000,999.000,12.0,999.0
0,20,4.649334e+01,1.429546e+02,999.000,999.000,12.0,999.0
0,21,1.442161e+02,1.444143e+02,999.000,999.000,12.0,999.0
0,22,2.398916e+02,1.431998e+02,999.000,999.000,12.0,999.0
0,23,3.361373e+02,1.448030e+02,999.000,999.000,12.0,999.0
0,24,4.322523e+02,1.448851e+02,999.000,999.000,12.0,999.0
0,25,5.276662e+02,1.443823e+02,999.000,999.000,12.0,999.0
0,26,6.249010e+02,1.428007e+02,999.000,999.000,12.0,999.0
0,27,7.187149e+02,1.419587e+02,999.000,999.000,12.0,999.0
0,28,8.167919e+02,1.461419e+02,999.000,999.000,12.0,999.0
0,29,9.103081e+02,1.439465e+02,999.000,999.000,12.0,999.0
0,30,1.009186e+03,1.460493e+02,999.000,999.000,12.0,999.0
0,31,1.103491e+03,1.437624e+02,999.000,999.000,12.0,999.0
0,32,1.200374e+03,1.428209e+02,999.000,999.000,12.0,999.0
0,33,1.297508e+03,1.440038e+02,999.000,999.000,12.0,999.0
0,34,1.389837e+03,1.427667e+02,999.000,999.000,12.0,999.0
0,35,1.487685e+03,1.440469e+02,999.000,999.000,12.0,999.0
0,36,1.584573e+03,1.456459e+02,999.000,999.000,12.0,999.0
0,37,1.680899e+03,1.449013e+02,999.000,999.000,12.0,999.0
0,38,1.777358e+03,1.471010e+02,999.000,999.000,12.0,999.0
0,39,1.872606e+03,1.443708e+02,999.000,999.000,12.0,999.0
0,40,4.851414e+01,2.403483e+02,999.000,999.000,12.0,999.0
0,41,1.441063e+02,2.390972e+02,999.000,999.000,12.0,999.0
0,42,2.402656e+02,2.390703e+02,999.000,999.000,12.0,999.0
0,43,3.360710e+02,2.402765e+02,999.000,999.000,12.0,999.0
0,44,4.329918e+02,2.391122e+02,999.000,999.000,12.0,999.0
0,45,5.281593e+02,2.396867e+02,999.000,999.000,12.0,999.0
0,46,6.246689e+02,2.396958e+02,999.000,999.000,12.0,999.0
0,47,7.216161e+02,2.388446e+02,999.000,999.000,12.0,999.0
0,48,8.171702e+02,2.423403e+02,999.000,999.000,12.0,999.0
0,49,9.116559e+02,2.380599e+02,999.000,999.000,12.0,999.0
0,50,1.007897e+03,2.401562e+02,999.000,999.000,12.0,999.0
0,51,1.104735e+03,2.410003e+02,999.000,999.000,12.0,999.0
0,52,1.199358e+03,2.411376e+02,999.000,999.000,12.0,999.0
0,53,1.294169e+03,2.395852e+02,999.000,999.000,12.0,999.0
0,54,1.390989e+03,2.389681e+02,999.000,999.000,12.0,999.0
0,55,1.488539e+03,2.424780e+02,999.000,999.000,12.0,999.0
0,56,1.583789e+03,2.422227e+02,999.000,999.000,12.0,999.0
0,57,1.679643e+03,2.401801e+02,999.000,999.000,12.0,999.0
0,58,1.776747e+03,2.400516e+02,999.000,999.000,12.0,999.0
0,59,1.870948e+03,2.401323e+02,999.000,999.000,12.0,999.0
0,60,5.026450e+01,3.348876e+02,999.000,999.000,12.0,999.0
0,61,1.440230e+02,3.359842e+02,999.000,999.000,12.0,999.0
0,62,2.396758e+02,3.371388e+02,999.000,999.000,12.0,999.0
0,63,3.380370e+02,3.367829e+02,999.000,999.000,12.0,999.0
0,64,4.309110e+02,3.350648e+02,999.000,999.000,12.0,999.0
0,65,5.275027e+02,3.368165e+02,999.000,999.000,12.0,999.0
0,66,6.239106e+02,3.351785e+02,999.000,999.000,12.0,999.0
0,67,7.190397e+02,3.343585e+02,999.000,999.000,12.0,999.0
0,68,8.156599e+02,3.363933e+02,999.000,999.000,12.0,999.0
0,69,9.125826e+02,3.366869e+02,999.000,999.000,12.0,999.0
0,70,1.008169e+03,3.375289e+02,999.000,999.000,12.0,999.0
0,71,1.103951e+03,3.351601e+02,999.000,999.000,12.0,999.0
0,72,1.200988e+03,3.371063e+02,999.000,999.000,12.0,999.0
0,73,1.297887e+03,3.365855e+02,999.000,999.000,12.0,999.0
0,74,1.393563e+03,3.362876e+02,999.000,999.000,12.0,999.0
0,75,1.485907e+03,3.355918e+02,999.000,999.000,12.0,999.0
0,76,1.585371e+03,3.357712e+02,999.000,999.000,12.0,999.0
0,77,1.680776e+03,3.365338e+02,999.000,999.000,12.0,999.0
0,78,1.776408e+03,3.363629e+02,999.000,999.000,12.0,999.0
0,79,1.871017e+03,3.347911e+02,999.000,999.000,12.0,999.0
0,80,4.754805e+01,4.314110e+02,999.000,999.000,12.0,999.0
0,81,1.437904e+02,4.319190e+02,999.000,999.000,12.0,999.0
0,82,2.386074e+02,4.330097e+02,999.000,999.000,12.0,999.0
0,83,3.372342e+02,4.324874e+02,999.000,999.000,12.0,999.0
0,84,4.328907e+02,4.319734e+02,999.000,999.000,12.0,999.0
0,85,5.279867e+02,4.317473e+02,999.000,999.000,12.0,999.0
0,86,6.230520e+02,4.336321e+02,999.000,999.000,12.0,999.0
0,87,7.213459e+02,4.315329e+02,999.000,999.000,12.0,999.0
0,88,8.166410e+02,4.312077e+02,999.000,999.000,12.0,999.0
0,89,9.130632e+02,4.315403e+02,999.000,999.000,12.0,999.0
0,90,1.007581e+03,4.323681e+02,999.000,999.000,12.0,999.0
0,91,1.106396e+03,4.320060e+02,999.000,999.000,12.0,999.0
0,92,1.199861e+03,4.314417e+02,999.000,999.000,12.0,999.0
0,93,1.297955e+03,4.315208e+02,999.000,999.000,12.0,999.0
0,94,1.389995e+03,4.325502e+02,999.000,999.000,12.0,999.0
0,95,1.488308e+03,4.324959e+02,999.000,999.000,12.0,999.0
0,96,1.584083e+03,4.323341e+02,999.000,999.000,12.0,999.0
0,97,1.677478e+03,4.310444e+02,999.000,999.000,12.0,999.0
0,98,1.775355e+03,4.320152e+02,999.000,999.000,12.0,999.0
0,99,1.870775e+03,4.332532e+02,999.000,999.000,12.0,999.0
0,100,4.659332e+01,5.272641e+02,999.000,999.000,12.0,999.0
0,101,1.432462e+02,5.297466e+02,999.000,999.000,12.0,999.0
0,102,2.388296e+02,5.282481e+02,999.000,999.000,12.0,999.0
0,103,3.363255e+02,5.289905e+02,999.000,999.000,12.0,999.0
0,104,4.324648e+02,5.269769e+02,999.000,999.000,12.0,999.0
0,105,5.282686e+02,5.294328e+02,999.000,999.000,12.0,999.0
0,106,6.231711e+02,5.280986e+02,999.000,999.000,12.0,999.0
0,107,7.195178e+02,5.284583e+02,999.000,999.000,12.0,999.0
0,108,8.176784e+02,5.287669e+02,999.000,999.000,12.0,999.0
0,109,9.116553e+02,5.296797e+02,999.000,999.000,12.0,999.0
0,110,1.007979e+03,5.278909e+02,999.000,999.000,12.0,999.0
0,111,1.103412e+03,5.287062e+02,999.000,999.000,12.0,999.0
0,112,1.200527e+03,5.282788e+02,999.000,999.000,12.0,999.0
0,113,1.296885e+03,5.265376e+02,999.000,999.000,12.0,999.0
0,114,1.392796e+03,5.268975e+02,999.000,999.000,12.0,999.0
0,115,1.488426e+03,5.266488e+02,999.000,999.000,12.0,999.0
0,116,1.584710e+03,5.279410e+02,999.000,999.000,12.0,999.0
0,117,1.679787e+03,5.283264e+02,999.000,999.000,12.0,999.0
0,118,1.776621e+03,5.286058e+02,999.000,999.000,12.0,999.0
0,119,1.871011e+03,5.291000e+02,999.000,999.000,12.0,999.0
0,120,4.810095e+01,6.243619e+02,999.000,999.000,12.0,999.0
0,121,1.448649e+02,6.228115e+02,999.000,999.000,12.0,999.0
0,122,2.389845e+02,6.258788e+02,999.000,999.000,12.0,999.0
0,123,3.367789e+02,6.242583e+02,999.000,999.000,12.0,999.0
0,124,4.323176e+02,6.234696e+02,999.000,999.000,12.0,999.0
0,125,5.267748e+02,6.224472e+02,999.000,999.000,12.0,999.0
0,126,6.222969e+02,6.246603e+02,999.000,999.000,12.0,999.0
0,127,7.183476e+02,6.225228e+02,999.000,999.000,12.0,999.0
0,128,8.149539e+02,6.252846e+02,999.000,999.000,12.0,999.0
0,129,9.123188e+02,6.243033e+02,999.000,999.000,12.0,999.0
0,130,1.008248e+03,6.222535e+02,999.000,999.000,12.0,999.0
0,131,1.105228e+03,6.236006e+02,999.000,999.000,12.0,999.0
0,132,1.202269e+03,6.259063e+02,999.000,999.000,12.0,999.0
0,133,1.295521e+03,6.221016e+02,999.000,999.000,12.0,999.0
0,134,1.389961e+03,6.234830e+02,999.000,999.000,12.0,999.0
0,135,1.486510e+03,6.218511e+02,999.000,999.000,12.0,999.0
0,136,1.581969e+03,6.241309e+02,999.000,999.000,12.0,999.0
0,137,1.679309e+03,6.258678e+02,999.000,999.000,12.0,999.0
0,138,1.775459e+03,6.239427e+02,999.000,999.000,12.0,999.0
0,139,1.873276e+03,6.238438e+02,999.000,999.000,12.0,999.0
0,140,4.649078e+01,7.196461e+02,999.000,999.000,12.0,999.0
0,141,1.437505e+02,7.196880e+02,999.000,999.000,12.0,999.0
0,142,2.397451e+02,7.196088e+02,999.000,999.000,12.0,999.0
0,143,3.358667e+02,7.206618e+02,999.000,999.000,12.0,999.0
0,144,4.314246e+02,7.210463e+02,999.000,999.000,12.0,999.0
0,145,5.301100e+02,7.175550e+02,999.000,999.000,12.0,999.0
0,146,6.238112e+02,7.172629e+02,999.000,999.000,12.0,999.0
0,147,7.200340e+02,7.210037e+02,999.000,999.000,12.0,999.0
0,148,8.167031e+02,7.210024e+02,999.000,999.000,12.0,999.0
0,149,9.122170e+02,7.184642e+02,999.000,999.000,12.0,999.0
0,150,1.009772e+03,7.196471e+02,999.000,999.000,12.0,999.0
0,151,1.102791e+03,7.202962e+02,999.000,999.000,12.0,999.0
0,152,1.199799e+03,7.206735e+02,999.000,999.000,12.0,999.0
0,153,1.295487e+03,7.200751e+02,999.000,999.000,12.0,999.0
0,154,1.391917e+03,7.202550e+02,999.000,999.000,12.0,999.0
0,155,1.488891e+03,7.197139e+02,999.000,999.000,12.0,999.0
0,156,1.583389e+03,7.207361e+02,999.000,999.000,12.0,999.0
0,157,1.678032e+03,7.199158e+02,999.000,999.000,12.0,999.0
0,158,1.776066e+03,7.196824e+02,999.000,999.000,12.0,999.0
0,159,1.870947e+03,7.195894e+02,999.000,999.000,12.0,999.0
0,160,4.861163e+01,8.152221e+02,999.000,999.000,12.0,999.0
0,161,1.442221e+02,8.166390e+02,999.000,999.000,12.0,999.0
0,162,2.420917e+02,8.162526e+02,999.000,999.000,12.0,999.0
0,163,3.365362e+02,8.162074e+02,999.000,999.000,12.0,999.0
0,164,4.311677e+02,8.156296e+02,999.000,999.000,12.0,999.0
0,165,5.283630e+02,8.166901e+02,999.000,999.000,12.0,999.0
0,166,6.250628e+02,8.162319e+02,999.000,999.000,12.0,999.0
0,167,7.200798e+02,8.147769e+02,999.000,999.000,12.0,999.0
0,168,8.159664e+02,8.134023e+02,999.000,999.000,12.0,999.0
0,169,9.117287e+02,8.154289e+02,999.000,999.000,12.0,999.0
0,170,1.007587e+03,8.158392e+02,999.000,999.000,12.0,999.0
0,171,1.103078e+03,8.180549e+02,999.000,999.000,12.0,999.0
0,172,1.201207e+03,8.173692e+02,999.000,999.000,12.0,999.0
0,173,1.296397e+03,8.167697e+02,999.000,999.000,12.0,999.0
